id,siret,date_publi,date_disso,nom_asso,nom_asso_abrege,objet_social1,objet_social2,adresse,adrs_codeinsee,codepostal,commune,siteweb,autorisation_web,etat
W451000001,,2003-12-27,,SPRINT ASSO MOTORSPORT,SPRINT,011160,011160,5   RUE des vignes aigrettes  ,58193,58450,Neuvy-sur-Loire,,1,A
W451000002,,1999-01-30,2013-12-21,VISA,VISA,007080,007080,10   CITE1 du Chaperon Vert  ,94037,94250,Gentilly,,1,D
W451000003,,1998-11-30,,MX5 PASSION,MX5 PASSION,007030,007030,11   IMP des cèdres  ,60513,60460,Précy-sur-Oise,https://mx5passion.com,1,A
W451000004,,2005-03-05,,CLUB RENAULT 25 FRANÇAIS,CLUB RENAULT 25 FRANCAIS,007030,000000,  LD La Hervellière  ,35042,35370,Brielles,,0,A
W451000005,,2007-12-29,,ASSOCIATION SCOLAIRE POLISSONNE,ASCOP,009025,009025,Ecole primaire    RUE du 11 novembre  ,45254,45500,Poilly-lez-Gien,,0,A
W451000006,,1953-06-05,2016-03-18,ASSOCIATION POUR LE DON DU SANG BENEVOLES DE L'ARRONDISSEMENT DE MONTARGIS,ASSOCIATION POUR LE DON DU SANG BEN...,017065,000000, 13 RUE DU PORT SAINT ROCH,45208,45200,Montargis,,0,D
W451000007,,1995-03-15,,ASSOCIATION SPORTIVE DU GOLF DE MONTARGIS VAUGOUARD,ASSOCIATION SPORTIVE DU GOLF DE MON...,014000,000000,CHEM1 des Bois  ,45148,45210,Fontenay-sur-Loing,,0,A
W451000008,,1985-01-09,,ASSOCIATION DU GROS MOULIN,ASSOCIATION DU GROS MOULIN,022535,000000,3   RUE de la Mairie BP932 ,45004,45200,Amilly,,0,A
W451000009,,1979-01-25,,CLUB CYCLISTE CHATILLONNAIS,CLUB CYCLISTE CHATILLONNAIS,011180,000000,Mairie      ,45087,45360,Châtillon-sur-Loire,,0,A
W451000010,,1998-09-12,2011-08-29,LES P'TITS MONTCORBONNAIS,LES P'TITS MONTCORBONNAIS,015005,000000,Les Coutelles  ,45129,45220,Montcorbon,,0,D
W451000011,,2007-12-29,,ASSOCIATION USEP DE L'ECOLE DE STE GENEVIEVE DES BOIS,ASSOCIATION USEP DE L'ECOLE DE STE...,011400,000000,école primaire    RTE des choux  ,45278,45230,Sainte-Geneviève-des-Bois,,0,A
W451000012,,1983-03-11,,VITAGYM,VITAGYM,011105,000000,   Mairie  ,45004,45200,Amilly,,0,A
W451000013,,2005-12-10,2014-06-06,ASSOCIATION LE P'TIT ATELIER DE L'ECOLE DE PRESSIGNY-LES-PINS,ASSOCIATION LE P'TIT ATELIER DE L...,015005,000000, 9 PLACE DU BOURG,45257,45290,Pressigny-les-Pins,,0,D
W451000014,52464541300021,2005-01-29,,LES CROQUEURS DE PAVES - LES ARTS DANS LA RUE,LES CROQUEURS DE PAVES - LES ARTS DANS,006030,006040,14  RUE Roger Salengro  ,45068,45120,Châlette-sur-Loing,http://www.lescroqueursdepaves.fr/,0,A
W451000015,,2008-02-16,,ASSOCIATION SPORTIVE ET CULTURELLE SEHER,ASSOCIATION SPORTIVE ET CULTURELLE ...,006045,011000,19  RUE Albert Camus  ,45155,45500,Gien,,0,A
W451000016,,1992-09-09,,TENNIS AVENIR CORBEILLOIS,TENNIS AVENIR CORBEILLOIS,011165,011165,Mairie      ,45103,45490,Corbeilles,,0,A
W451000017,,1984-09-20,,THEATRE DE L'ESCABEAU,THEATRE DE L'ESCABEAU,006070,000000,Ferme de Rivotte  ,45053,45250,Briare,,0,A
W451000018,,1978-02-05,,UNION CYCLISTE DE LA VALLEE DU LOING,UNION CYCLISTE DE LA VALLEE DU LOING,011180,000000,Mairie      ,45085,45230,Châtillon-Coligny,,0,A
W451000019,,1980-03-16,2016-09-04,ASSOCIATION SPORTIVE DE SAINT MARTIN SUR OCRE ET SAINT BRISSON SUR LOIRE,A.S.S.M.S.B.,011005,000000,Mairie      ,45291,45500,Saint-Martin-sur-Ocre,,0,D
W451000020,,1978-02-22,,CLUB DES TOUJOURS JEUNES,CLUB DES TOUJOURS JEUNES,021020,000000,Mairie 11  AV du Château  ,45061,45120,Cepoy,,0,A
W451000021,,1984-10-11,,LA BOULE MONTCRESSONNAISE,LA BOULE MONTCRESSONNAISE,011035,000000,Mairie 25  RUE de Verdun  ,45212,45700,Montcresson,,0,A
W451000022,,1978-01-08,,SECTION D'EDUCATION PHYSIQUE ET DE GYMNASTIQUE VOLONTAIRE,SECTION D'EDUCATION PHYSIQUE ET DE...,011105,000000,Mairie      ,45016,45500,Autry-le-Châtel,,0,A
W451000023,,2006-03-18,,ASSOCIATION FEMMES SOLIDAIRES,ASSOCIATION FEMMES SOLIDAIRES,020000,000000, 463 RUE DU FAUBOURG DES MARTYRS DE LA,45083,45220,Château-Renard,,0,A
W451000024,,,,HAND BALL CLUB GIEN LOIRET,HAND BALL CLUB GIEN LOIRET,011065,000000,1  RUE des loriots  ,45155,45500,Gien,,0,A
W451000025,,1990-10-17,2018-11-24,CLUB CIBISTE INDEPENDANT PANNOIS,CLUB CIBISTE INDEPENDANT PANNOIS,005025,000000,746  RUE Marcel Donette  ,45247,45700,Pannes,,0,D
W451000026,,1984-12-12,,AMICALE DES AQUARIOPHILES DU GIENNOIS,AMICALE DES AQUARIOPHILES DU GIENNOIS,013010,000000,12  RUE Paul Bert  ,45155,45500,Gien,,0,A
W451000027,,2000-11-18,,CLUB INFORMATIQUE AMATEUR DE CEPOY - CI@C,CLUB INFORMATIQUE AMATEUR DE CEPOY ...,005000,000000,11  AV du chateau  ,45061,45120,Cepoy,,0,A
W451000028,,1957-09-05,,SOCIETE DE CHASSE DE SAINT MAURICE SUR FESSARD,SOCIETE DE CHASSE,013005,000000,29  RUE de la Mairie ,45293,45700,Saint-Maurice-sur-Fessard,,0,A
W451000029,,1961-09-18,,ASSOCIATION DES AVEUGLES DE GIEN,ASSOCIATION DES AVEUGLES DE GIEN,017000,018015,Centre Anne de Beaujeu  ,45155,45500,Gien,,0,A
W451000030,,1947-10-11,2015-05-13,CANTINE DU GROUPE SCOLAIRE D'OUZOUER SUR TREZEE,CANTINE SCOLAIRE,030000,000000,Mairie  ,45245,45250,Ouzouer-sur-Trézée,,0,D
W451000031,,1964-12-17,,AMICALE BOULISTE CORBEILLOISE,AMICALE BOULISTE CORBEILLOISE,011035,000000,Mairie  ,45103,45490,Corbeilles,,0,A
W451000032,,2005-03-12,,ASSOCIATION DU CHALLENGE,ASSOCIATION DU CHALLENGE,011000,000000,4  RUE des Vallées  ,45207,45490,Mignerette,,0,A
W451000033,,1993-07-14,,LE GARDO CARPE CLUB COULLONS,LE GARDO CARPE CLUB COULLONS,007000,013010,4  PL du Champs de Foire  ,45108,45720,Coullons,,0,A
W451000034,,1965-08-10,2015-01-15,LOISIRS ET AMITIES DE FERRIERES EN GATINAIS,LOISIRS ET AMITIES DE FERRIERES EN ...,021020,000000,mairie  ,45145,45210,Ferrières,,0,D
W451000035,,1997-03-26,,COMITE DE JUMELAGE DE GIEN,COMITE DE JUMELAGE DE GIEN,009050,000000,Maison des Associations 1  RUE Paulin Enfert  ,45155,45500,Gien,,0,A
W451000036,,2007-02-03,,L'ATELIER DE LECTURE,L'ATELIER DE LECTURE,007000,006005,Mairie 21  RUE de Verdun  ,45212,45700,Montcresson,,0,A
W451000037,,1969-05-18,2013-01-01,NAUTIC CLUB DE MONTARGIS,NAUTIC CLUB DE MONTARGIS,011095,000000,Lac des Closiers  ,45208,45200,Montargis,,0,D
W451000038,,1929-12-25,,FNATH - SECTION DE MONTARGIS (FEDERATION NATIONALE DES ACCIDENTES DU TRAVAIL ET DES HANDICAPES SECTION DE MONTARGIS),FNATH - SECTION DE MONTARGIS (FEDER...,022000,000000,32  RUE Claude Debussy  ,45068,45120,Châlette-sur-Loing,,0,A
W451000039,,2004-02-21,2007-12-21,POILLY-ESPOIR,POILLY-ESPOIR,024000,000000,24  RUE De Sully  ,45254,45500,Poilly-lez-Gien,,0,D
W451000040,,2002-02-09,,ASSOCIATION DE PARENTS D'ELEVES - REGROUPEMENTS ST-GONDON/ST-FLORENT-LE-JEUNE,ASSOCIATION DE PARENTS D'ELEVES - ...,015005,000000,mairie  ,45280,45500,Saint-Gondon,,0,A
W451000041,,1949-05-03,,COMITE DES FETES,COMITE DES FETES,009030,000000,Mairie  ,45254,45500,Poilly-lez-Gien,,0,A
W451000042,40306244100015,1982-12-15,,TENNIS CLUB DE LA VALLEE DE L'OUANNE,TENNIS CLUB DE LA VALLEE DE L'OUANNE,011165,000000,ALL des Vergers  ,45083,45220,Château-Renard,http://www.tc-vallee-ouanne.com,0,A
W451000043,,1997-04-26,2011-03-28,RESEAU SOCIAL SANTE SOINS MONTARGIS : RESEAU 3S,'RESEAU SOCIAL SANTE SOINS MONTARG...,017125,019010,4  RUE de la Poterne  ,45208,45200,Montargis,,0,D
W451000044,,1996-11-20,,ENTENTE DE CHASSE DES BROSSES,ENTENTE DE CHASSE DES BROSSES,024025,013005,Le Gue Jaune      ,45339,45270,Villemoutiers,,0,A
W451000045,,1997-04-19,,TRAINE CUL SURPRISE 45,TRAINE CUL SURPRISE 45,011160,000000,Mairie  ,45097,45220,Chuelles,,0,A
W451000046,,1971-02-17,,ASSOCIATION GESTIONNAIRE DU MILLE CLUB BONNYCHON,ASSOCIATION GESTIONNAIRE DU MILLE C...,022515,000000,PL de la Gare  ,45040,45420,Bonny-sur-Loire,,0,A
W451000047,,1976-04-29,,AMICALE DES SAPEURS POMPIERS,AMICALE DES SAPEURS POMPIERS,036000,000000,Mairie  ,45016,45500,Autry-le-Châtel,,0,A
W451000048,,1997-08-23,2010-07-03,TWIRLING CHATILLONNAIS,TWIRLING CHATILLONNAIS,014000,000000, PLACE COLIGNY,45085,45230,Châtillon-Coligny,,0,D
W451000049,,1992-09-09,2008-02-08,AIDE AUX VICTIMES ET MEDIATION - JUSTICE DANS LA CITE (AVM JUSTICE DANS LA CITE),AIDE AUX VICTIMES ET MEDIATION - JU...,014000,023040,31   AV Louis Maurice Chautemps  ,45208,45200,Montargis,,0,D
W451000050,,,2007-06-29,COMITE DES FETES,COMITE DES FETES,009030,000000,Mairie  ,45303,45490,Sceaux-du-Gâtinais,,0,D
W451000051,,2004-06-19,2007-12-14,SOLEIL DE REVES,SOLEIL DE REVES,014000,000000,31  RTE du Mesnil  ,45303,45490,Sceaux-du-Gâtinais,,0,D
W451000052,,2006-01-07,,USEP DE L'ECOLE DE ST-MAURICE-SUR-AVEYRON,USEP DE L'ECOLE DE ST-MAURICE-SUR-...,009025,000000, ROUTE DE CHAMPS,45292,45230,Saint-Maurice-sur-Aveyron,,0,A
W451000053,,2008-02-16,,BRIARE MOTO PASSION,BRIARE MOTO PASSION,036000,000000,14  BD Buyser  ,45053,45250,Briare,,0,A
W451000054,,2008-02-16,,ADNAFRICA,ADNAFRICA,009000,000000,3  ALL du Chateau Blanc  ,45208,45200,Montargis,,0,A
W451000055,,2008-02-09,,UNION SPORTIVE MUNICIPALE DE MONTARGIS CYCLOTOURISME,U S M MONTARGIS -CYCLOTOURISME,011180,000000,Mairie 6  RUE Gambetta  ,45208,45200,Montargis,,0,A
W451000056,,2008-02-16,,TEAM RACING,TEAM RACING,009000,002000,1392  RTE de Viroy  ,45004,45200,Amilly,,0,A
W451000057,,2008-02-09,2011-07-10,"MERE, FAMILLE, COMMUNICATION","MERE, FAMILLE, COMMUNICATION",005000,000000,7  RUE de la Pierre aux Fées  ,45061,45120,Cepoy,,0,D
W451000058,,2008-02-16,2012-05-15,LA SONAT,LA SONAT,007000,006000,20  RUE du Dévidet  ,45208,45200,Montargis,,0,D
W451000059,,2008-02-12,,ASSOCIATION DEPARTEMENTALE DES ASSISTANTS FAMILIAUX,ASSOCIATION DEPARTEMENTALE DES ASSI...,004000,000000,2  RUE Haute  ,45087,45360,Châtillon-sur-Loire,,0,A
W451000060,,2007-01-27,,POUR SOPHIE,POUR SOPHIE,017000,000000, ,45053,45250,Briare,,0,A
W451000061,,1996-11-20,,L'ATELIER A COULISSES,L'ATELIER A COULISSES,006070,000000,34  FAUB de Gien  ,45187,45260,Lorris,,0,A
W451000062,,2003-06-07,,ASSOCIATION GATINAISE DES AMIS DU MUSEE DU VERRE ET DE SES METIERS,ASSOCIATION GATINAISE DES AMIS DU M...,010010,000000,12  AV de Lyon  ,45127,45680,Dordives,,0,A
W451000063,,1999-10-23,,SOUSLIKS AMILLY 45,SOUSLIKS AMILLY 45,016000,000000, 167 RUE RAYMOND LECERF,45004,45200,Amilly,,0,A
W451000064,,2008-02-09,,PANNES AEROMODELISME RADIOCOMMANDE,PANNES AEROMODELISME,006000,000000,Mairie 250  RUE Marcel Donette  ,45247,45700,Pannes,,0,A
W451000065,,1997-02-12,,BRIARE SECURITE,BRIARE SECURITE,011190,016530,20  RUE Victor Hugo  ,45053,45250,Briare,,0,A
W451000066,,2006-03-06,2016-08-06,MOTO CLUB DE LORRIS,MOTO CLUB DE LORRIS,007000,000000,Auberge du Pont de Grignon  ,45334,45260,Vieilles-Maisons-sur-Joudry,,0,D
W451000067,,1954-06-06,,TENNIS CLUB GIENNOIS,TENNIS CLUB GIENNOIS,011165,000000,CHEM1 des moulins  ,45155,45500,Gien,,0,A
W451000068,,1982-11-03,2008-12-15,UNION NATIONALE DES RETRAITES ET PERSONNES AGEES SECTION DE GIEN,UNION NATIONALE DES RETRAITES ET PE...,021020,000000,Mairie      ,45155,45500,Gien,,0,D
W451000069,,2006-04-15,,LES CHATS ERRANTS DU MONTARGOIS,C.E.M.,024025,000000, 34 RUE PIERRE ET MARIE CURIE,45208,45200,Montargis,http://cemmontargis.fr,0,A
W451000070,,2002-06-01,2012-01-21,ASSOCIATION DES DIABETIQUES DE L'AGGLOMERATION DE MONTARGIS - ADAM,ASSOCIATION DES DIABETIQUES DE L'A...,017075,000000,138  RUE de Villeneuve  ,45004,45200,Amilly,,0,D
W451000071,,1929-11-01,,SOCIETE AMICALE DES SAPEURS POMPIERS,SOCIETE AMICALE DES SAPEURS POMPIERS,036000,000000,Centre de Secours n° 17  ,45145,45210,Ferrières,,0,A
W451000072,,2008-02-16,,CREAVIM,CREAVIM,007070,000000,75   Grande Rue  ,45345,45700,Vimory,,0,A
W451000073,,2001-05-12,,LES AMIS DU BETZ,LES AMIS DU BETZ,030005,009050,3  RUE du Midi  ,45026,45210,Bazoches-sur-le-Betz,,0,A
W451000074,,2004-05-15,,CLUB DE CHASSE DE LA VALLONNIERE,CLUB DE CHASSE DE LA VALLONNIERE,013005,000000, 14 RUE DU PERRAY,45145,45210,Ferrières,,0,A
W451000075,,1977-03-19,,LES CHEVEUX BLANCS,LES CHEVEUX BLANCS,021020,000000,Mairie  ,45254,45500,Poilly-lez-Gien,,0,A
W451000076,,1977-10-27,,SOCIETE D'ENCOURAGEMENT A LA PRATIQUE DE L'ATHLETISME DE BELLEGARDE,SOCIETE D'ENCOURAGEMENT A LA PRATI...,011020,000000,11  ALL du Chateau  ,45031,45270,Bellegarde,,0,A
W451000077,38897401600023,1995-12-13,,AFOCG CENTRE VAL DE LOIRE (ASSOCIATION DE FORMATION COLLECTIVE À LA GESTION),AFOCG CVL,015045,000000,91   Grande Rue  ,45187,45260,Lorris,http://www.interafocg.org/afocg-centrevaldeloire,0,A
W451000078,,2008-02-16,,UNITE 18,UNITE 18,020015,000000,1  RTE de Briare  ,45238,45250,Ousson-sur-Loire,,0,A
W451000079,,1925-11-23,,COMITE DES FETES,COMITE DES FETES,009030,000000,Mairie 57  PL de la Mairie  ,45083,45220,Château-Renard,,0,A
W451000080,,1995-10-25,,CLUB DE DANSE DE CORBEILLES,CLUB DE DANSE DE CORBEILLES,006040,000000,mairie  ,45103,45490,Corbeilles,,0,A
W451000081,,1995-12-13,,NATURE ET LOISIRS TOUT-TERRAIN,NATURE ET LOISIRS TOUT-TERRAIN,011400,000000,Les Petits Châtillons  Louesme,89073,89350,Champignelles,,0,A
W451000082,,1997-05-17,,ALLIANCE FRANCO-PORTUGAISE DE NOGENT-SUR-VERNISSON,ALLIANCE FRANCO-PORTUGAISE DE NOGEN...,009050,000000,Mairie  ,45229,45290,Nogent-sur-Vernisson,,0,A
W451000083,,1920-01-21,,ASSOCIATION AMICALE DES ANCIENS COMBATTANTS,ASSOCIATION AMICALE DES ANCIENS COM...,038105,000000,16-18  RUE Carnot  ,45208,45200,Montargis,,0,A
W451000084,,1952-12-04,,COMITE DES FETES,COMITE DES FETES,009030,000000,Mairie 10  RUE de Gien  ,45280,45500,Saint-Gondon,,0,A
W451000085,,1978-01-04,,"CLUB ""L'AMITIE DE NOYERS""","CLUB 'L'AMITIE DE NOYERS""",021020,000000,Mairie 9  RUE de la Mairie  ,45230,45260,Noyers,,0,A
W451000086,,1968-06-27,,SECTION DES JEUNES SAPEURS POMPIERS,SECTION DES JEUNES SAPEURS POMPIERS,036000,000000,Centre d'Incendie et de secours 36  RTE de Mirebeau  ,45145,45210,Ferrières,,0,A
W451000087,,1978-11-25,,NAUTIC CLUB DE CEPOY,NAUTIC CLUB DE CEPOY,011095,000000,Mairie  ,45061,45120,Cepoy,,0,A
W451000088,,1976-02-11,2016-01-29,CLUB DU 3° AGE DES MONTOIRES,CLUB DU 3° AGE DES MONTOIRES,021020,000000,Mairie  ,45155,45500,Gien,,0,D
W451000089,,1970-03-29,,AMICALE DES AGENTS TERRITORIAUX DE GIEN,AMICALE DES AGENTS TERRITORIAUX DE GIE,023000,000000,Hotel de Ville 3  CHEM1 de Montfort BP 99,45155,45500,Gien,,0,A
W451000090,,1970-01-09,,ENSEMBLE ET SOLIDAIRES-UNRPA FEDERATION DU LOIRET,ENSEMBLE ET SOLIDAIRES-UNRPA FEDERATIO,021020,000000,Mairie 6  RUE Gambetta  ,45208,45207,Montargis,,0,A
W451000091,,1998-03-21,2013-11-20,AMICALE DES ROUTIERS DE MONTARGIS,AMICALE DES ROUTIERS DE MONTARGIS,023000,000000,10  RUE Marcel Blanchet  ,45068,45120,Châlette-sur-Loing,,0,D
W451000092,,1990-01-10,,ASSOCIATION SOURIRE ET VIVRE ENSEMBLE,ASSOCIATION SOURIRE ET VIVRE ENSEMBLE,021020,000000,13  RUE du Pont Saint Roch BP 725,45208,45200,Montargis,,0,A
W451000093,,2000-11-25,,PRESERVATION VALLEE DU LOING,PRESERVATION VALLEE DU LOING,024000,000000,Mairie  ,45148,45210,Fontenay-sur-Loing,,0,A
W451000094,,2006-04-15,2009-12-13,COMITE DES FETES DE DAMMARIE SUR LOING,COMITE DES FETES DE DAMMARIE SUR LO...,007000,009030,6  RUE de Rogny  ,45121,45230,Dammarie-sur-Loing,,0,D
W451000095,,1901-07-01,,SOCIETE AMICALE DES SAPEURS POMPIERS,SOCIETE AMICALE DES SAPEURS POMPIERS,034000,000000,16  CHEM1 de la Saulaie  ,45155,45500,Gien,,0,A
W451000096,,1987-05-27,,ECURIE DU GIENNOIS,ECURIE DU GIENNOIS,011050,000000,RUE Paulin Enfert  ,45155,45500,Gien,,0,A
W451000097,,1992-12-16,,COMITE DES FETES,COMITE DES FETES,007000,009030,Mairie 10  PL de l'Eglise  ,45029,45630,Beaulieu-sur-Loire,,0,A
W451000098,,,2013-12-11,AMICALE DES CADRES DE RESERVE,AMICALE DES CADRES DE RESERVE,040000,000000,24  RUE Hoche  ,45208,45200,Montargis,,0,D
W451000099,,1971-09-26,,GUIDON CHALETTOIS,GUIDON CHALETTOIS,011180,000000,32  RUE Claude Debussy  ,45068,45120,Châlette-sur-Loing,www.guidonchalettois.fr,0,A
W451000100,,2006-02-11,2021-05-17,COMITE DE LA FOIRE AUX VEGETAUX,COMITE DE LA FOIRE AUX VEGETAUX,022535,000000,250  RUE Marcel Donette  ,45247,45700,Pannes,,0,D
W451000101,,1974-09-05,,COMITE DES FETES DE PRESSIGNY-LES-PINS,COMITE DES FETES DE PRESSIGNY-LES-P...,009030,000000,Mairie  ,45257,45290,Pressigny-les-Pins,,0,A
W451000102,,2008-02-16,,FOYER SOCIO EDUCATIF DU COLLEGE DE VILLEMANDEUR,FOYER SOCIO EDUCATIF DU COLLEGE DE ...,015025,000000,4  RUE Maryse Bastié  ,45338,45700,Villemandeur,,0,A
W451000103,,2008-02-09,,ASSOCIATION ARCANES,ASSOCIATION ARCANES,020015,000000,21  CHEM1 des Lorrains 45230 ,45210,45230,Montbouy,,0,A
W451000104,,2006-05-27,,L'AMICALE DES PEINTRES DU PRINTEMPS,L'AMICALE DES PEINTRES DU PRINTEMPS,006000,000000,Mairie   RUE de l'Hôtel de ville  ,45087,45360,Châtillon-sur-Loire,,0,A
W451000105,,2006-12-23,2016-01-28,COMITE D'ORGANISATION DE LA CYCLOSPORTIVE HUTCHINSON,COMITE D'ORGANISATION DE LA CYCLOS...,011000,011180,32  RUE Claude Debussy  ,45068,45120,Châlette-sur-Loing,,0,D
W451000106,,1972-02-13,,ENSEMBLE ET SOLIDAIRES - UNRPA SECTION DE BRIARE,ENSEMBLE ET SOLIDAIRES - UNRPA SECTION,021020,000000,Mairie   PL du Général de Gaulle  ,45053,45250,Briare,,0,A
W451000107,,2008-02-16,2013-06-24,SECURI-VIE-SAINT-FRANCOIS-DE-SALES-GIEN-LOIRET-CENTRE,SECURI-VIE-SAINT-FRANCOIS-DE-SALES-...,002000,020000,66  RUE Paul Bert  ,45155,45500,Gien,,0,D
W451000108,,,,AMICALE DES SAPEURS POMPIERS DE NOGENT-SUR-VERNISSON,AMICALE DES SAPEURS POMPIERS DE NOG...,036000,000000,17  RUE Aristide Briand  ,45229,45290,Nogent-sur-Vernisson,,0,A
W451000109,,1983-08-05,,COMITE DES FETES,COMITE DES FETES,009030,000000,Mairie  ,45023,45420,Batilly-en-Puisaye,,0,A
W451000110,,1993-08-11,,LE GARDON PRESSIGNIEN,LE GARDON PRESSIGNIEN,007000,013010,Mairie 9  PL du Bourg  ,45257,45290,Pressigny-les-Pins,,0,A
W451000111,,1975-01-31,,AMITIES LOISIRS ET CULTURE,AMITIES LOISIRS ET CULTURE,007080,000000,Mairie  ,45127,45680,Dordives,,0,A
W451000112,,2003-06-07,2017-09-20,L'EMPLUME,L'EMPLUME,022542,006000,     Javernand,69058,69115,Chiroubles,,0,D
W451000113,,1981-06-11,,COMITE FOOT-BALL-CLUB DE PANNES,COMITE FOOT-BALL-CLUB DE PANNES,011075,000000,Mairie  ,45247,45700,Pannes,,0,A
W451000114,,1971-10-13,,COMITE DES FETES,COMITE DES FETES,009030,000000,Mairie  ,45158,45490,Gondreville,,0,A
W451000115,,1982-03-26,,COMITE DES LOISIRS DE LA COMMUNE D'ARRABLOY,COMITE DES LOISIRS DE LA COMMUNE D...,009030,000000,Mairie d'Arrabloy  ,45155,45500,Gien,,0,A
W451000116,,2006-02-11,,ASSOCIATION INTERCOMMUNALE DE SAUVEGARDE ET DE VALORISATION DU PATRIMOINE,ASSOCIATION INTERCOMMUNALE DE SAUVE...,010020,000000,Mairie  ,45096,45290,Les Choux,,0,A
W451000117,,1980-10-29,,JUDO CLUB CORBEILLES,JUDO CLUB CORBEILLES,011145,000000,Mairie  ,45103,45490,Corbeilles,,0,A
W451000118,,1990-08-01,,ASSOCIATION ENFANTS ET LOISIRS,ASSOCIATION ENFANTS ET LOISIRS,009020,000000,Mairie   COUR1 d'Antin  ,45031,45270,Bellegarde,,0,A
W451000119,,1983-10-02,,ARTS ET LOISIRS,ARTS ET LOISIRS,006000,000000,Mairie  ,45103,45490,Corbeilles,,0,A
W451000120,,1951-09-14,,PHOTO CLUB DE MONTARGIS,PHOTO CLUB DE MONTARGIS,006025,000000,31  AV Louis Maurice Chautemps  ,45208,45200,Montargis,,0,A
W451000121,,2008-02-09,,CODE GESTION (CONSEIL ORGANISATION DES ENTREPRISES),CODE GESTION (CONSEIL ORGANISATION ...,003060,000000,108  RUE Gambetta  ,45068,45120,Châlette-sur-Loing,,0,A
W451000122,,2000-10-28,,ASSOCIATION SPORTIVE ET CULTURELLE DES AUTOROUTES PARIS-RHIN-RHONE,ASSOCIATION SPORTIVE ET CULTURELLE ...,014030,000000,Zac du Tourneau - RN 60  ,45247,45700,Pannes,,0,A
W451000123,,1993-10-13,,ORDI BEAULIEU SUR LOIRE,ORDI BEAULIEU SUR LOIRE,015000,000000,15  RTE de Chatillon  ,45029,45630,Beaulieu-sur-Loire,,0,A
W451000124,,1979-04-11,,ESPOIR DES ANCIENS,ESPOIR DES ANCIENS,021020,000000,Mairie 8  RTE de Montereau  ,45112,45260,La Cour-Marigny,,0,A
W451000125,,1977-06-11,,SOLEIL D'AUTOMNE CHATEAURENARD,SOLEIL D'AUTOMNE CHATEAURENARD,021020,000000,Mairie 57  PL de l'Hôtel de ville  ,45083,45220,Château-Renard,,0,A
W451000126,,2006-01-07,,ASSOCIATION DES SENEGALAIS DU LOIRET,ASSOCIATION DES SENEGALAIS DU LOIRET,014040,000000,3-5   RUE Paulin Enfert  ,45155,45500,Gien,,0,A
W451000127,,2006-09-09,,DEFENSE DES DROITS DE PROPRIETAIRES FONCIERS DE MEUNG/LOIRE,DEFENSE DES DROITS DE PROPRIETAIRES...,014000,000000,69  RUE des Briqueteries  ,45155,45500,Gien,,0,A
W451000128,,1990-05-23,,ASSOCIATION SAINT GONDON FRATERNITE,ASSOCIATION SAINT GONDON FRATERNITE,019000,020005,Mairie  ,45280,45500,Saint-Gondon,,0,A
W451000129,,1932-02-20,,AERO CLUB DU GATINAIS,AERO CLUB DU GATINAIS,011135,000000,Aérodrome 11  RUE de l'Aérodrome  ,45345,45700,Vimory,www.ac-gatinais.com,0,A
W451000130,,2002-06-22,2012-03-31,DEVELOPPEMENT SOCIAL ET CULTUREL DE LA LANGUE DES SIGNES FRANÇAISE (EST DU LOIRET),DEVELOPPEMENT SOCIAL ET CULTUREL DE...,020000,009050,mairie  ,45208,45200,Montargis,,0,D
W451000131,,1986-12-24,,UNION SPORTIVE DE L'ECOLE PRIMAIRE JEAN MOULIN LES CLOSIERS,UNION SPORTIVE DE L'ECOLE PRIMAIRE...,011010,000000,Ecole Primaire Jean Moulin Les Closiers  ,45208,45200,Montargis,,0,A
W451000132,,1946-05-13,,ALLIANCE MUSICALE,ALLIANCE MUSICALE,006030,000000,Mairie  ,45329,45220,Triguères,,0,A
W451000133,,1942-09-11,,ASSOCIATION AGREE LA SAVANE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE,ASSOCIATION AGREE LA SAVANE POUR LA...,013010,000000,18  RUE Christian Fouliol  ,45129,45220,Douchy,,0,A
W451000134,,1989-07-11,,ASSOCIATION CULTURES ET LOISIRS DE DOUCHY-MONTCORBON (A.C.L.D.M),A.C.L.D.M,034240,000000,Mairie  ,45129,45220,Douchy,,0,A
W451000135,,1976-02-11,,CLUB DU CENTRE 'LA BONNE HUMEUR',CLUB DU CENTRE 'LA BONNE HUMEUR',021020,000000,Mairie  ,45155,45500,Gien,,0,A
W451000136,,1979-02-25,,L'AMICALE DU TEMPS LIBRE DE VIMORY,AMICALE DES ANCIENS DE VIMORY,022000,000000,27  PL du cas rouge  ,45345,45700,Vimory,,0,A
W451000137,,2006-10-28,,KU-RI-BO ! CLUB,KU-RI-BO ! CLUB,007000,007005,La Barbe Grise  ,45108,45720,Coullons,,0,A
W451000138,,1975-11-28,,CLUB DES RETRAITES,CLUB DES RETRAITES,021020,000000,Mairie  ,45064,45360,Cernoy-en-Berry,,0,A
W451000139,,,,L'ASSOCIATION DES ACCIDENTES DE LA VIE - SECTION DE BRIARE - CHATILLON ET DES ENVIRONS,L'ASSOCIATION DES ACCIDENTES DE LA...,014000,000000,Mairie  ,45053,45250,Briare,,0,A
